X,Y,Team,Result,Game
12.0407664271913,31.3822885303378,NE,Goal,4
184.265493299014,36.104987408343,COH,Goal,4
64.0167510671058,76.995323035803,NE,Miss,4
62.2327399115951,57.1022539198318,NE,Miss,4
70.9417762018714,51.8509029537652,NE,Miss,4
53.6112836046005,52.8611759892593,NE,Miss,4
43.3202907659123,54.1403954301068,NE,Miss,4
35.3495928123839,49.6917460430949,NE,Miss,4
42.5881588846725,36.2830437208103,NE,Miss,4
33.8211956763201,28.6746188739801,NE,Miss,4
45.7982755947237,25.5493237225404,NE,Miss,4
44.6050270561003,21.0648148148148,NE,Miss,4
28.5696148415311,78.1014513285897,NE,Miss,4
24.1340679717031,77.2063425230803,NE,Miss,4
27.530838084444,50.0393075515516,NE,Miss,4
185.883953000563,48.180818929943,COH,Miss,4
158.147303334619,53.8390375348775,COH,Miss,4
27.4907747853861,86.6362387122104,NE,Miss,5
54.5173044068804,72.5265017667845,NE,Miss,5
34.6506510927889,71.1768747546133,NE,Miss,5
36.3570284064984,64.9195131527287,NE,Miss,5
68.5808931723243,66.7599136238712,NE,Miss,5
38.5315195937988,58.1713780918728,NE,Miss,5
33.5185008329885,54.6132705143306,NE,Miss,5
53.6927165681583,53.6317235963879,NE,Miss,5
33.0064494706721,35.5957989791912,NE,Miss,5
46.587554869357,23.9399293286219,NE,Miss,5
33.2816805321222,18.9095013741657,NE,Miss,5
29.078880116866,27.8661170003926,NE,Miss,5
28.6389525567971,40.8716136631331,NE,Miss,5
24.5773600455579,43.0800942285041,NE,Miss,5
18.473641486009,41.3623871221044,NE,Miss,5
13.3315736230931,49.9509226541029,NE,Miss,5
29.6014322626514,51.5459363957597,NE,Miss,5
28.2128418170821,60.0117785630153,NE,Miss,5
27.1249053824142,63.0791126815862,NE,Miss,5
14.4499070625396,60.3798586572438,NE,Miss,5
24.6420227648143,71.7903415783274,NE,Miss,5
178.925889228451,32.1603847663918,Corry,Miss,5
153.162216987305,51.4232430310169,Corry,Miss,5
47.7852852852853,91.0286611700039,Corry,Miss,5
39.6521521521522,71.8884962701217,Corry,Miss,5
52.1646646646647,57.5333725952101,Corry,Miss,5
27.9216716716717,66.9807616804083,Corry,Miss,5
158.364614614615,70.6615626226934,NE,Miss,5
157.113363363363,58.3922261484099,NE,Miss,5
136.624124124124,61.2141735374951,NE,Miss,5
182.294794794795,33.2400863761288,NE,Miss,5
178.071821821822,34.7124067530428,NE,Miss,5
190.271521521522,60.6007067137809,NE,Miss,5
176.507757757758,43.1782489202984,NE,Miss,5
180.730730730731,56.1837455830389,NE,Miss,5
171.971971971972,48.9448370632116,NE,Miss,5
171.502752752753,56.3064389477817,NE,Miss,5
173.223223223223,66.3672948566942,NE,Miss,5
180.574324324324,69.434628975265,NE,Miss,5
173.223223223223,70.6615626226934,NE,Miss,5
172.91041041041,76.182764036121,NE,Miss,5
196.371371371371,74.5877502944641,NE,Miss,5
179.761879935491,62.073027090695,NE,Goal,5
191.166513735958,43.9246335558173,NE,Goal,5
174.439717495273,28.0767406098678,NE,Goal,5
6.52006172839506,60.7949712079571,Corry,Goal,5
28.7957891486244,81.6130321170826,Gville,Miss,6
36.8766749133003,66.8585217113553,Gville,Miss,6
33.9327465218968,36.2295361494467,Gville,Miss,6
25.8805903945379,22.9989242838021,Gville,Miss,6
25.3460226984761,71.2539106684095,Gville,Miss,6
28.1612816030921,71.7099015786469,Gville,Miss,6
28.6192369329752,74.93375976955,Gville,Miss,6
22.8519464059174,76.6707978411814,Gville,Goal,6
171.684481988433,82.0670586076744,NE,Miss,6
142.353486707362,44.2264429742728,NE,Miss,6
162.618194219027,39.3559100154364,NE,Miss,6
164.385680795166,37.1648454532132,NE,Miss,6
172.830966404102,38.4176540822016,NE,Miss,6
182.630964911143,44.8506373166656,NE,Miss,6
182.222611177312,53.25835339988,NE,Miss,6
34.1064886398366,62.2745994681196,NE,Miss,6
41.0048511734151,66.5312641888824,NE,Miss,6
40.6423681416384,53.8626191866122,NE,Miss,6
47.3138363845457,43.119608224687,NE,Miss,6
77.4526569768835,87.4091911526237,NE,Miss,6
161.326163072004,58.2206330673931,Gville,Miss,6
139.348232499867,36.3292145034702,Gville,Miss,6
154.466605396991,36.7346111435428,Gville,Miss,6
171.950705083367,28.4239800220536,Gville,Miss,6
183.932960616776,32.3765972627619,Gville,Miss,6
191.488038315607,34.4035804631251,Gville,Miss,6
185.986422426513,46.5654796653045,Gville,Miss,6
177.36946118623,53.0518259064669,Gville,Miss,6
170.960952926073,62.7813452682104,Gville,Miss,6
181.965782551378,37.7481027437244,Gville,Goal,6
158.983145430607,52.5900494389076,NE,Goal,7
177.951075536024,62.0816439526711,NE,Goal,7
182.621940586117,57.3470184066197,NE,Miss,7
159.614210852145,19.0754619093707,NE,Miss,7
164.238754174405,38.7796350065831,NE,Miss,7
21.607069676598,6.4901209378569,Irq,Miss,7
34.9836947518027,24.7119987444087,Irq,Miss,7
34.5193875504634,60.5246889359735,Irq,Miss,7
21.1029802854726,68.1933872191268,Irq,Miss,7
11.0876777664426,67.0184502166767,Irq,Miss,7
6.40046387123212,33.4014099244029,Irq,Miss,7
43.997358026629,46.5785790891731,Irq,Miss,7
154.437339507069,77.5858181005306,Irq,Miss,7
192.590156012311,24.920823850279,Irq,Miss,7
169.934316912888,53.4410686732177,Irq,Miss,7
147.225098185833,70.0843463479402,Irq,Miss,7
184.886059550748,46.8704722637276,Irq,Miss,7
171.571655287002,70.5266346911803,Irq,Miss,7
179.531211395091,35.9723131854652,Irq,Miss,7
98.1381730571885,51.0212830022271,NE,Miss,7
90.1029050282738,68.7297021242477,NE,Miss,7
70.9611339663068,80.518974169925,NE,Miss,7
27.2737215797058,82.2919403734308,NE,Miss,7
32.3875443759006,74.2841791934491,NE,Miss,7
36.6118882749142,76.7006967239724,NE,Miss,7
15.1884104766997,66.9213310656796,NE,Miss,7
27.9216304273464,52.8405478623529,NE,Miss,7
28.1493108799011,34.0550041113207,NE,Miss,7
28.1002887728917,23.1475853017343,NE,Miss,7
46.3463170017818,55.1110884520038,NE,Miss,7
66.9780877717949,62.3467514465879,NE,Miss,7
163.507272648798,32.5835069587497,NE,Goal,8
171.419490777253,36.9251233034737,NE,Goal,8
180.127573808786,47.9436341925012,NE,Goal,8
178.671212971355,54.6244524750287,NE,Goal,8
192.692691514393,46.4699435112487,NE,Goal,8
7.26434355205556,47.5188895297661,HC,Goal,8
106.182438132458,48.5079985403694,NE,Miss,8
131.697526867797,74.7411313706795,NE,Miss,8
19.8919140910595,83.0659959690129,HC,Miss,8
42.6188598401469,57.7650779450598,HC,Miss,8
35.1559097383259,36.5817962088841,HC,Miss,8
59.3264641756161,2.71274181671694,HC,Miss,8
22.4933525334924,51.4122187824117,HC,Miss,8
13.0865171199238,48.0894664631554,HC,Miss,8
19.8294612576627,46.0451988485136,HC,Miss,8
58.5408960452949,46.425359536415,NE,Goal,8
37.8973669187397,88.5618934411486,NE,Miss,8
50.0011730388745,67.2735187777456,NE,Miss,8
34.767959876857,60.5001968098556,NE,Miss,8
34.1807887513392,13.4815402782448,NE,Miss,8
166.805215591511,81.1042987964621,HC,Miss,8
157.396140441428,75.6229488111903,HC,Miss,8
134.265768900915,65.680466817337,HC,Miss,8
157.494545369234,14.1355094507832,HC,Miss,8
182.989893618408,7.4361541008136,HC,Miss,8
195.377183466189,47.6439790575916,NE,Goal,9
22.1443957046051,32.2862129144851,McD,Goal,9
13.8346461644891,42.7574171029668,McD,Goal,9
40.3514007026224,41.1964320341283,McD,Miss,9
55.0765315926747,51.3767694395966,McD,Miss,9
35.0818969056316,62.6478572813651,McD,Miss,9
32.6266165816777,83.6145045569129,McD,Miss,9
26.1937548368613,74.646112080667,McD,Miss,9
27.2774082983507,69.6771378708551,McD,Miss,9
24.9266718725707,67.616831491177,McD,Miss,9
13.2704366670335,31.1372891215823,McD,Miss,9
21.2346072075566,25.5623424471592,McD,Miss,9
174.887387387387,52.9522978475858,NE,Miss,9
177.522002805598,42.1659879775063,NE,Miss,9
66.3580440240739,31.9987524598464,NE,Miss,9
181.667695408809,29.7822263806894,McD,Goal,9
194.301866873372,51.9991417724118,McD,Goal,9
178.227770904997,51.9341657227468,McD,Goal,9
187.584050190437,74.0415189888835,McD,Goal,9
150.727133650351,23.5988988761699,McD,Miss,9
164.714383772582,38.1891484885973,McD,Miss,9
159.069351574911,57.3241873154571,McD,Miss,9
156.389293425968,76.4488952222866,McD,Miss,9
186.439492997594,66.3025724208369,McD,Miss,9
181.692707109935,56.6404435292337,McD,Miss,9
178.18291296276,45.2802376242103,McD,Miss,9
171.129613245153,40.707446179169,McD,Miss,9
192.479983963588,75.7508224556935,NE,Goal,10
196.003671080611,69.4787379972565,NE,Goal,10
176.474033196945,67.9812201036864,NE,Goal,10
174.200242904477,64.7935901517563,NE,Goal,10
170.994925733332,62.6288710444499,NE,Goal,10
179.175264620452,51.0968041160124,NE,Goal,10
185.752944921999,52.3712665228106,NE,Goal,10
184.412646754788,48.4515822200211,NE,Goal,10
176.363979388494,23.9154786751093,NE,Miss,10
172.480815917973,88.0961739269426,NE,Miss,10
155.876938879521,84.4260759397481,NE,Miss,10
150.515909981225,78.0308360289965,NE,Miss,10
154.882032798655,76.068864860474,NE,Miss,10
159.533116370111,69.9847889914747,NE,Miss,10
165.301933933651,67.2883069138685,NE,Miss,10
160.268446131936,63.072853000866,NE,Miss,10
158.164813439142,52.6611403932851,NE,Miss,10
153.894496392462,45.6542174846678,NE,Miss,10
160.261895310005,38.9551832068369,NE,Miss,10
181.150009891741,74.8405857482938,NE,Miss,10
195.163036856234,65.4352431599593,NE,Miss,10
172.198311722172,69.4337010964765,NE,Miss,10
186.070496015135,62.3317912698506,NE,Miss,10
175.863496592918,56.3255064112894,NE,Miss,10
170.195397916577,50.7802356461665,NE,Miss,10
175.33533657468,47.6022681565856,NE,Miss,10
185.469458102908,42.8226247047217,NE,Miss,10
186.995799612977,37.2396867134919,NE,Miss,10
173.734479465139,42.15689742592,NE,Miss,10
170.784153037682,45.3234009771206,NE,Miss,10
178.830200075204,32.4346588266429,NE,Miss,10
174.898069210744,29.1829945903312,NE,Miss,10
185.689729490359,29.1264937511709,NE,Miss,10
183.768700958909,22.5920488743722,NE,Miss,10
8.25574737436565,73.9821009780929,NE,Goal,10
7.08587922474175,53.390774395457,NE,Goal,10
13.610158989121,56.6952695442103,NE,Goal,10
28.659612684618,53.7021640403787,NE,Goal,10
51.4098813268179,77.5717098193626,NE,Goal,10
178.095267975497,52.5687684814068,Ehower,Goal,10
30.3666236141941,82.7664721461832,NE,Miss,10
33.1372005609023,65.6732134313256,NE,Miss,10
40.7688831717994,58.9941975027823,NE,Miss,10
41.0496720081364,45.0563407838513,NE,Miss,10
7.45305624622529,25.1178822889622,NE,Miss,10
11.2054409087384,28.262390440608,NE,Miss,10
17.9242193689065,32.0076941043386,NE,Miss,10
24.4719644738665,29.0875991448768,NE,Miss,10
24.7976904178617,35.146755333844,NE,Miss,10
17.6317196499677,40.7342080654537,NE,Miss,10
14.1922606644199,37.9527372744647,NE,Miss,10
10.4366078486226,33.3539009113354,NE,Miss,10
17.972969322063,53.7014232589676,NE,Miss,10
5.49815589004017,57.965001564356,NE,Miss,10
27.3569267855229,62.8958278319419,NE,Miss,10
21.753133287492,69.2077212082232,NE,Miss,10
150.037681807367,72.4984792193384,Ehower,Miss,10
157.335740437166,56.2456805907426,Ehower,Miss,10
182.418544547544,37.5379541534742,Ehower,Miss,10
181.067163164514,61.1732387050443,Ehower,Miss,10
18.9721146215556,71.4699342348217,NE,Goal,11
20.5074211721445,63.0756417408522,NE,Goal,11
180.777239119674,73.1101350661187,Tville,Goal,11
184.09142695508,60.5169284440289,Tville,Goal,11
2.69700088786919,75.2571284896009,NE,Miss,11
12.7641017985244,65.1870811103865,NE,Miss,11
12.6861840744029,47.850387493354,NE,Miss,11
7.03354783624445,40.1388245030944,NE,Miss,11
26.3499409396747,46.3696233496502,NE,Miss,11
28.754914054786,39.8094747952531,NE,Miss,11
27.1932857184014,25.6805032830207,NE,Miss,11
11.0859242613531,25.1259124230971,NE,Miss,11
34.6976137533295,28.7268243878548,NE,Miss,11
70.7833415834453,57.801266588618,NE,Miss,11
185.08405947414,31.3776639349629,Tville,Miss,11
166.18671967691,35.0528923844918,Tville,Miss,11
159.476628611388,42.0576303059351,Tville,Miss,11
163.529659807288,68.8570713935879,Tville,Miss,11
170.474813586756,72.4871206585422,Tville,Miss,11
172.069180462687,52.2337505532813,Tville,Miss,11
183.845887908479,47.5511572418959,Tville,Miss,11
16.5303193116485,56.1666130689528,Tville,Goal,11
179.240821064686,62.3398931706055,NE,Goal,11
190.688508388696,56.5607523550313,NE,Goal,11
51.0183565633669,53.3431900836386,Tville,Miss,11
59.4508456673439,55.8008413533815,Tville,Miss,11
54.7499339833037,47.2284752888394,Tville,Miss,11
52.4736652208357,34.2888759905773,Tville,Miss,11
194.982469625783,34.0401695256472,NE,Miss,11
195.931541339525,39.7104154737907,NE,Miss,11
178.311946538241,32.3240622360966,NE,Miss,11
170.691593525396,57.9336381866717,NE,Miss,11
179.893140567298,47.3776223776224,NE,Goal,12
26.592284120374,66.2587412587413,Irq,Goal,12
43.0797311050757,70.1644288772135,Irq,Miss,12
48.17949272087,51.6783420899008,Irq,Miss,12
40.0274513007907,51.7999610819225,Irq,Miss,12
37.1747584202072,23.9492119089317,Irq,Miss,12
25.0949451742682,26.0167347733022,Irq,Miss,12
14.5959042896419,25.1654018291496,Irq,Miss,12
1.39187033867074,33.192255302588,Irq,Miss,12
28.0967105439438,55.5701498345982,Irq,Miss,12
19.5795376128284,67.1239540766686,Irq,Miss,12
181.861331552343,54.8659673659673,NE,Miss,12
171.856900901845,62.3931623931624,NE,Miss,12
152.616582855347,82.6680264180264,NE,Miss,12
191.73999065853,33.8626651126651,NE,Miss,12
184.534858495217,33.6515136574302,Irq,Goal,12
165.402951714164,22.4182362028728,Irq,Miss,12
163.754199125662,40.3720869079315,Irq,Miss,12
163.2535910331,68.1020938106038,Irq,Miss,12
162.512046806692,72.1897906189396,Irq,Miss,12
185.000624527496,57.1182986556224,Irq,Miss,12
97.5266738980377,52.0175525096144,NE,Miss,12
34.0372086907931,29.3616671597147,NE,Miss,12
47.6831344706308,4.81938007428587,NE,Miss,12
11.7381489841987,51.466873292667,NE,Goal,13
27.9909706546275,27.4454147608449,NE,Goal,13
39.0895410082769,82.0377698623855,NE,Miss,13
52.0692249811889,86.539264870022,NE,Miss,13
53.1978931527465,62.3107850074915,NE,Miss,13
51.6930022573364,58.227022411278,NE,Miss,13
41.3468773513921,52.115544521446,NE,Miss,13
36.267870579383,25.8547371777893,NE,Miss,13
22.1595184349135,34.6360127507218,NE,Miss,13
2.59593679458241,39.4863867991287,NE,Miss,13
23.8525206922498,52.2921254146027,NE,Miss,13
15.3875094055681,76.2415679329098,NE,Miss,13
149.322799097066,47.8400467016929,HC,Miss,13
165.312264860798,51.7524994761873,HC,Miss,13
177.915726109857,76.6866440274148,HC,Miss,13
156.094808126411,60.8170951388862,HC,Miss,13
16.8644078938719,27.0543919851694,HC,Goal,13
35.8436433119903,73.7779881407854,HC,Miss,13
32.3852535531627,69.9043505699523,HC,Miss,13
38.5958926622753,59.7773439040744,HC,Miss,13
40.905777094098,51.7383544353725,HC,Miss,13
5.20021737510794,76.4929857084632,HC,Miss,13
27.2584769718245,77.5932828462115,HC,Miss,13
17.6488866099563,62.3197780670269,HC,Miss,13
143.16164644114,9.48579392313859,NE,Miss,13
177.390830364147,4.19795816405681,NE,Miss,13
185.629500344031,27.6271381427576,NE,Miss,13
183.486427203443,37.9760120432821,NE,Miss,13
184.28597097867,41.8636190325931,NE,Miss,13
186.707062937982,58.5127006665878,NE,Miss,13
174.868117733163,69.155754085644,NE,Miss,13
156.428211432353,37.9965553057495,NE,Miss,13
150.824009431275,43.863711066409,NE,Miss,13
140.921609101706,67.7530601243771,NE,Miss,13
164.871492306411,72.1271315689136,NE,Miss,13
12.6977789198343,58.4470228565028,Ehower,Miss,14
191.584669209939,55.3394213727079,NE,Goal,14
175.909285577804,27.8111390036436,NE,Goal,14
127.395386531201,36.1538613587397,NE,Miss,14
166.029069729135,67.5421847100604,NE,Miss,14
153.961376529422,54.8874305706548,NE,Miss,14
158.655228532084,50.9305344165299,NE,Miss,14
163.923293339395,51.3499107219334,NE,Miss,14
166.172705290137,47.8394049007399,NE,Miss,14
157.701831023963,45.2421049857353,NE,Miss,14
164.626975812562,29.7479130016538,NE,Miss,14
174.017644772127,23.1475954221106,NE,Miss,14
184.001634019226,29.3881652204279,NE,Miss,14
179.500504042221,35.3875854071541,NE,Miss,14
185.704176632207,33.6145427711121,NE,Miss,14
174.23178035619,34.6763258287047,NE,Miss,14
181.386873818136,37.7160628043196,NE,Miss,14
182.359378809143,51.8691071534462,NE,Miss,14
187.060807917087,51.2688686393495,NE,Miss,14
183.124007563928,57.2663121899152,NE,Miss,14
186.69941293906,57.8375600403234,NE,Miss,14
182.017091314002,66.902413472752,NE,Miss,14
172.999677149427,72.1879385661481,NE,Miss,14
177.898769873429,75.8193486324972,NE,Miss,14
178.720131268588,51.5623644123285,Ehower,Goal,14
7.08842485583332,47.0847171493259,NE,Goal,14
6.60602857300631,32.9007675741344,NE,Goal,14
32.4413801082861,70.4635159050091,NE,Miss,14
34.6834249741644,65.9314363549827,NE,Miss,14
34.1105054313956,61.5551593656403,NE,Miss,14
45.1859638327693,62.392022908893,NE,Miss,14
41.4144900325805,54.5243222917308,NE,Miss,14
33.1503803686144,51.9262981574539,NE,Miss,14
46.660171606331,50.2736077036149,NE,Miss,14
50.4161966294056,51.2820512820513,NE,Miss,14
51.5340964371833,47.6295659353807,NE,Miss,14
33.1349315915002,45.0670411187281,NE,Miss,14
16.9649924136643,32.2807128262979,NE,Miss,14
6.50156854392318,53.1871813278849,NE,Miss,14
5.95231521290388,59.318702355314,NE,Miss,14
12.5354664478857,65.5711840205738,NE,Miss,14
18.9227140411634,68.1757821025588,NE,Miss,14
27.1805784548067,68.000915093521,NE,Miss,14
165.552316790651,88.3860695418484,Ehower,Miss,14
191.938828101786,53.9970916855339,Ehower,Miss,14
149.924728298741,66.4034458004307,Ehower,Miss,14
34.9908908762543,29.9142833431472,Tville,Goal,15
20.3186810146892,49.9353864758164,Tville,Goal,15
6.668827037302,45.2468552775615,Tville,Goal,15
38.4644111870315,22.1245664439114,Tville,Miss,15
53.0199083423239,16.9330904233668,Tville,Miss,15
32.9847759735171,21.0433931518885,Tville,Miss,15
5.65542878746568,27.019979476479,Tville,Miss,15
28.3594092703612,24.4729815354176,Tville,Miss,15
19.4979377681528,31.9097939875831,Tville,Miss,15
15.3435055175076,56.2017786173364,Tville,Miss,15
85.4643281971839,54.2208899936638,Tville,Miss,15
158.018861089485,76.7200304559567,NE,Miss,15
164.254296700561,69.6164946932603,NE,Miss,15
126.784380520307,59.6992079080104,NE,Miss,15
132.241621647968,43.1216565300496,NE,Miss,15
172.982062337231,22.9231790644278,NE,Miss,15
186.055597928679,35.4141390988883,NE,Miss,15
179.315636736312,36.8338582770517,NE,Miss,15
184.471875004117,40.2552135407816,NE,Miss,15
186.823583343542,52.7692263106797,NE,Miss,15
163.484006012153,27.1592838634804,NE,Miss,15
176.080723597713,51.7012783348381,Tville,Goal,15
25.8542032980088,76.5270319504506,NE,Goal,15
33.4663942086838,62.6273186649559,NE,Goal,15
5.4008458869933,46.1083654105086,NE,Goal,15
5.83646184796211,42.5973007651,NE,Goal,15
38.2391610828621,78.128514628776,NE,Miss,15
53.272531905569,74.6868185250307,NE,Miss,15
24.2664491226959,66.5061487852915,NE,Miss,15
17.8668546415541,65.6626378790519,NE,Miss,15
42.7068647795255,67.7248834397292,NE,Miss,15
41.1815488919514,63.2007476753948,NE,Miss,15
45.5832501702862,38.1775808265615,NE,Miss,15
36.5006573840866,26.3832786833309,NE,Miss,15
2.32328512516699,39.4286566659802,NE,Miss,15
12.6902849720414,44.0524560819908,NE,Miss,15
28.8813382122321,47.0374154509021,NE,Miss,15
4.2564959580119,50.9681894744623,NE,Miss,15
6.72432637931855,55.9259611272157,NE,Miss,15
4.10799051677254,59.7409009066092,NE,Miss,15
164.617951601747,71.0306145617175,Tville,Miss,15
158.94042357712,63.4581571068763,Tville,Miss,15
140.099373241036,56.8321743308674,Tville,Miss,15
163.684017382397,30.8308516424041,Tville,Miss,15
164.560529497801,16.6449518710365,Tville,Miss,15
178.725308495303,29.1434998178333,Tville,Miss,15
182.125753087593,32.3419770100376,Tville,Miss,15
171.04394705022,77.7219397318717,Tville,Miss,15
178.567562715498,77.5361429242767,Tville,Miss,15
20.9955657462131,67.6999202756748,NE,Miss,15
20.788018949352,59.0900225995401,NE,Miss,15
5.13404887562349,41.0479466044685,NE,Miss,15
160.990492380068,85.4524190732212,Tville,Miss,15
162.749698562986,31.4474247725221,Tville,Miss,15
3.40289253753711,42.1729133224742,Tville,Miss,15
184.121806830238,70.0125025143069,NE,Miss,15
170.86835286276,73.1057902022883,NE,Miss,15
176.431774528789,47.1376341456681,NE,Miss,15
172.769366079141,41.9157638168559,NE,Miss,15
187.522332961282,31.9792229509878,NE,Miss,15
160.918796761178,29.5852083818118,NE,Miss,15
172.072072072072,46.1889521100048,NE,Goal,16
180.855855855856,43.366524419156,NE,Goal,16
196.171171171171,39.6554449186028,NE,Goal,16
168.768768768769,85.5807122912386,NE,Miss,16
